Citable Reference,Context Description,Title,Description,Start Date,Start Date (num),End Date,End Date (num),Covering Dates,Held by,Catalogue level,References,Opening Date,Closure Status,Closure Type,Closure Code,Subjects,Digitised,ID,Score
BT 52/4856,Textiles Designs Representations,Designs 341605-341674,Designs 341605-341674.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445318,0
BT 52/4857,Textiles Designs Representations,Designs 341675-341756,Designs 341675-341756.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445319,0
BT 52/4858,Textiles Designs Representations,Designs 341757-341821,Designs 341757-341821.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445320,0
BT 52/4859,Textiles Designs Representations,Designs 341822-341826,Designs 341822-341826.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445321,0
BT 52/4860,Textiles Designs Representations,Designs 341827-341844,Designs 341827-341844.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445322,0
BT 52/4861,Textiles Designs Representations,Designs 341845-341938,Designs 341845-341938.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445323,0
BT 52/4862,Textiles Designs Representations,Designs 341939-342033,Designs 341939-342033.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445324,0
BT 52/4863,Textiles Designs Representations,Designs 342034-342090,Designs 342034-342090.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445325,0
BT 52/4864,Textiles Designs Representations,Designs 342091-342177,Designs 342091-342177.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445326,0
BT 52/4865,Textiles Designs Representations,Designs 432178-342262,Designs 432178-342262.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445327,0
BT 52/4866,Textiles Designs Representations,Designs 342263-342331,Designs 342263-342331.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445328,0
BT 52/4867,Textiles Designs Representations,Designs 342332-342364,Designs 342332-342364.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445329,0
BT 52/4868,Textiles Designs Representations,Designs 342365-342482,Designs 342365-342482.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445330,0
BT 52/4869,Textiles Designs Representations,Designs 342483-342532,Designs 342483-342532.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445331,0
BT 52/4870,Textiles Designs Representations,Designs 342533-342618,Designs 342533-342618.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445332,0
BT 52/4871,Textiles Designs Representations,Designs 342619-342706,Designs 342619-342706.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445333,0
BT 52/4872,Textiles Designs Representations,Designs 342707-342759,Designs 342707-342759.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445334,0
BT 52/4873,Textiles Designs Representations,Designs 342760-342823,Designs 342760-342823.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445335,0
BT 52/4874,Textiles Designs Representations,Designs 342824-342927,Designs 342824-342927.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445336,0
BT 52/4875,Textiles Designs Representations,Designs 342928-343002,Designs 342928-343002.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445337,0
BT 52/4876,Textiles Designs Representations,Designs 343003-343055,Designs 343003-343055.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445338,0
BT 52/4877,Textiles Designs Representations,Designs 343056-343177,Designs 343056-343177.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445339,0
BT 52/4878,Textiles Designs Representations,Designs 343178-343241,Designs 343178-343241.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445340,0
BT 52/4879,Textiles Designs Representations,Designs 343242-343277,Designs 343242-343277.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445341,0
BT 52/4880,Textiles Designs Representations,Designs 343278-343372,Designs 343278-343372.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445342,0
BT 52/4881,Textiles Designs Representations,Designs 343373-343450,Designs 343373-343450.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445343,0
BT 52/4882,Textiles Designs Representations,Designs 343451-343506,Designs 343451-343506.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445344,0
BT 52/4883,Textiles Designs Representations,Designs 343507-343575,Designs 343507-343575.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445345,0
BT 52/4884,Textiles Designs Representations,Designs 343576-343651,Designs 343576-343651.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445346,0
BT 52/4885,Textiles Designs Representations,Designs 343652-343763,Designs 343652-343763.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445347,0
BT 52/4886,Textiles Designs Representations,Designs 343764-343856,Designs 343764-343856.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445348,0
BT 52/4887,Textiles Designs Representations,Designs 343857-343002,Designs 343857-343002.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445349,0
BT 52/4888,Textiles Designs Representations,Designs 343003-343945,Designs 343003-343945.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445350,0
BT 52/4889,Textiles Designs Representations,Designs 343946-344001,Designs 343946-344001.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445351,0
BT 52/4890,Textiles Designs Representations,Designs 344002-344072,Designs 344002-344072.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445352,0
BT 52/4891,Textiles Designs Representations,Designs 344073-344133,Designs 344073-344133.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445353,0
BT 52/4892,Textiles Designs Representations,Designs 344134-344199,Designs 344134-344199.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445354,0
BT 52/4893,Textiles Designs Representations,Designs 344200-344273,Designs 344200-344273.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445355,0
BT 52/4894,Textiles Designs Representations,Designs 344274-344356,Designs 344274-344356.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445356,0
BT 52/4895,Textiles Designs Representations,Designs 344357-344426,Designs 344357-344426.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445357,0
BT 52/4896,Textiles Designs Representations,Designs 344427-344492,Designs 344427-344492.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445358,0
BT 52/4897,Textiles Designs Representations,Designs 344493-344541,Designs 344493-344541.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445359,0
BT 52/4898,Textiles Designs Representations,Designs 344542-344592,Designs 344542-344592.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445360,0
BT 52/4899,Textiles Designs Representations,Designs 344593-344677,Designs 344593-344677.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445361,0
BT 52/4900,Textiles Designs Representations,Designs 344678-344758,Designs 344678-344758.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445362,0
BT 52/4901,Textiles Designs Representations,Designs 344759-344799,Designs 344759-344799.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445363,0
BT 52/4902,Textiles Designs Representations,Designs 344800-344851,Designs 344800-344851.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445364,0
BT 52/4903,Textiles Designs Representations,Designs 344852-344910,Designs 344852-344910.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445365,0
BT 52/4904,Textiles Designs Representations,Designs 344911-344954,Designs 344911-344954.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445366,0
BT 52/4905,Textiles Designs Representations,Designs 344955-345007,Designs 344955-345007.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445367,0
BT 52/4906,Textiles Designs Representations,Designs 345008-345042,Designs 345008-345042.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445368,0
BT 52/4907,Textiles Designs Representations,Designs 345043-345109,Designs 345043-345109.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445369,0
BT 52/4908,Textiles Designs Representations,Designs 345110-345120,Designs 345110-345120.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445370,0
BT 52/4909,Textiles Designs Representations,Designs 345121-345201,Designs 345121-345201.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445371,0
BT 52/4910,Textiles Designs Representations,Designs 345202-345241,Designs 345202-345241.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445372,0
BT 52/4911,Textiles Designs Representations,Designs 345242-345296,Designs 345242-345296.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445373,0
BT 52/4912,Textiles Designs Representations,Designs 345297-345321,Designs 345297-345321.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445374,0
BT 52/4913,Textiles Designs Representations,Designs 345322-345328,Designs 345322-345328.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445375,0
BT 52/4914,Textiles Designs Representations,Designs 345329-345362,Designs 345329-345362.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445376,0
BT 52/4915,Textiles Designs Representations,Designs 345363-345450,Designs 345363-345450.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445377,0
BT 52/4916,Textiles Designs Representations,Designs 345451-345477,Designs 345451-345477.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445378,0
BT 52/4917,Textiles Designs Representations,Designs 345478-345535,Designs 345478-345535.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445379,0
BT 52/4918,Textiles Designs Representations,Designs 345536-345614,Designs 345536-345614.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445380,0
BT 52/4919,Textiles Designs Representations,Designs 345615-345701,Designs 345615-345701.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445381,0
BT 52/4920,Textiles Designs Representations,Designs 345702-345710,Designs 345702-345710.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445382,0
BT 52/4921,Textiles Designs Representations,Designs 345711-345716,Designs 345711-345716.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445383,0
BT 52/4922,Textiles Designs Representations,Designs 345717-345723,Designs 345717-345723.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445384,0
BT 52/4923,Textiles Designs Representations,Designs 345724-345731,Designs 345724-345731.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445385,0
BT 52/4924,Textiles Designs Representations,Designs 345732-345789,Designs 345732-345789.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445386,0
BT 52/4925,Textiles Designs Representations,Designs 345790-345863,Designs 345790-345863.,01/01/1934,19340101,31/12/1934,19341231,1934,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445387,0
BT 52/4926,Textiles Designs Representations,Designs 345864-345958,Designs 345864-345958.,01/01/1934,19340101,31/12/1935,19351231,1934-1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445388,0
BT 52/4927,Textiles Designs Representations,Designs 345959-346060,Designs 345959-346060.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445389,0
BT 52/4928,Textiles Designs Representations,Designs 346061-346150,Designs 346061-346150.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445390,0
BT 52/4929,Textiles Designs Representations,Designs 346151-346181,Designs 346151-346181.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445391,0
BT 52/4930,Textiles Designs Representations,Designs 346182-346250,Designs 346182-346250.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445392,0
BT 52/4931,Textiles Designs Representations,Designs 346251-346372,Designs 346251-346372.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445393,0
BT 52/4932,Textiles Designs Representations,Designs 346373-346501,Designs 346373-346501.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445394,0
BT 52/4933,Textiles Designs Representations,Designs 346502-346568,Designs 346502-346568.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445395,0
BT 52/4934,Textiles Designs Representations,Designs 346569-346648,Designs 346569-346648.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445396,0
BT 52/4935,Textiles Designs Representations,Designs 346649-346756,Designs 346649-346756.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445397,0
BT 52/4936,Textiles Designs Representations,Designs 346757-346799,Designs 346757-346799.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445398,0
BT 52/4937,Textiles Designs Representations,Designs 346800-346868,Designs 346800-346868.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445399,0
BT 52/4938,Textiles Designs Representations,Designs 346869-346908,Designs 346869-346908.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445400,0
BT 52/4939,Textiles Designs Representations,Designs 346909-346974,Designs 346909-346974.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445401,0
BT 52/4940,Textiles Designs Representations,Designs 346975-347050,Designs 346975-347050.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445402,0
BT 52/4941,Textiles Designs Representations,Designs 347051-347154,Designs 347051-347154.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445403,0
BT 52/4942,Textiles Designs Representations,Designs 347155-347212,Designs 347155-347212.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445404,0
BT 52/4943,Textiles Designs Representations,Designs 347213-347259,Designs 347213-347259.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445405,0
BT 52/4944,Textiles Designs Representations,Designs 347260-347312,Designs 347260-347312.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445406,0
BT 52/4945,Textiles Designs Representations,Designs 347313-347360,Designs 347313-347360.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445407,0
BT 52/4946,Textiles Designs Representations,Designs 347361-347375,Designs 347361-347375.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445408,0
BT 52/4947,Textiles Designs Representations,Designs 347376-347381,Designs 347376-347381.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445409,0
BT 52/4948,Textiles Designs Representations,Designs 347382-347441,Designs 347382-347441.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445410,0
BT 52/4949,Textiles Designs Representations,Designs 347442-347508,Designs 347442-347508.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445411,0
BT 52/4950,Textiles Designs Representations,Designs 347509-347560,Designs 347509-347560.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445412,0
BT 52/4951,Textiles Designs Representations,Designs 347561-347608,Designs 347561-347608.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445413,0
BT 52/4952,Textiles Designs Representations,Designs 347609-347714,Designs 347609-347714.,01/01/1935,19350101,31/12/1935,19351231,1935,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C445414,0
